id,name,location,description,rating,imageUrl
169,Đền bà Chúa Kho,Bắc Ninh,"Đền Bà Chúa Kho ở Bắc Ninh là nơi thờ bà Chúa Kho, một trong những vị thần được thờ cúng linh thiêng nhất ở Việt Nam",4.1,https://denbachuakho.com.vn/wp-content/uploads/2021/09/den-ba-chua-kho-tho-ai.jpg
170,Chợ Ninh Hiệp,Bắc Ninh,"Chợ Ninh Hiệp là một trong những khu chợ nổi tiếng nhất miền Bắc, chuyên buôn bán các mặt hàng vải vóc, quần áo.",4.4,https://davitrans.com/images/2020/10/27/cho-ninh-hiep-hn.jpg
171,khu du lịch Cồn Phụng    ,Bến Tre  ,"Cồn Phụng nằm ở Bến Tre, nổi bật với phong cảnh sông nước miệt vườn, vườn dừa và các hoạt động du lịch sinh thái.",4.9,https://gaohouse.vn/wp-content/uploads/2023/07/khu_du_lich_con_phung_de3cc60e04844e7da58abea32a4ddecd_grande.jpg
172, Khu lăng mộ cụ Nguyễn Đình Chiểu,Bến Tre  ,"Khu lăng mộ Nguyễn Đình Chiểu ở Bến Tre là nơi yên nghỉ của nhà thơ, nhà văn nổi tiếng.",4.3,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQRzKE0ChEgtsYxNyAIp89N1Cd1UxZjo_2-7w&s
173,Chùa Tuyên Linh,Bến Tre  ,Chùa Tuyên Linh ở Quảng Ninh là một ngôi chùa nổi tiếng với cảnh quan yên bình và kiến trúc đặc sắc.,4.6,https://baocantho.com.vn/image/fckeditor/upload/2024/20240526/images/Anh%201%20(40).webp
174,Nhà thờ La Mã,Bến Tre  ,"Nhà thờ La Mã ở Hà Nội là một công trình kiến trúc phương Tây, nổi bật với phong cách gothic đặc trưng.",4.7,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRYWPE1YGk-lQofS0oFZKX9ycbGzCixlhMD7w&s
175, Khu du lịch sinh thái vườn Ba Ngói,Bến Tre  ,"Là khu du lịch sinh thái nổi bật ở Bến Tre, thu hút du khách với không gian xanh mát, thiên nhiên hoang sơ và các hoạt động vui chơi giải trí hấp dẫn.",4.3,https://mia.vn/media/uploads/blog-du-lich/khu-du-lich-vuon-ba-ngoi-voi-khong-gian-song-nuoc-huu-tinh-3-1667357530.jpg
176,Bãi tắm Quy Nhơn ,Bình Định,"Bãi tắm Quy Nhơn là một trong những bãi biển đẹp của miền Trung, nổi tiếng với cát trắng mịn và nước biển trong xanh.",4.1,https://quynhontourist.com/wp-content/uploads/2019/01/kinh-nghiem-du-lich-quy-nhon-1-ngay-quy-nhon-tourist.jpg
177, Biển Kỳ Co,Bình Định,"Biển Kỳ Co thuộc Quy Nhơn, nổi tiếng với bãi biển hoang sơ, nước trong xanh và các rạn san hô đẹp mắt",4.4,https://cdnphoto.dantri.com.vn/75MTzLTi_7Ys_reS6Va31bGWBk4=/zoom/1200_630/2018/7/1/anh-1-1530460120717428571836.jpg
178,Cù Lao Xanh,Bình Định,"Cù Lao Xanh là một hòn đảo đẹp và hoang sơ tại Bình Định, với làn nước trong xanh và thiên nhiên chưa bị khai thác nhiều.",4.3,"https://ik.imagekit.io/tvlk/blog/2022/09/cu-lao-xanh-1.jpg?tr=dpr-2,w-675"
179,Đầm Thị Nại,Bình Định,"Đầm Thị Nại ở Bình Định là một trong những đầm lớn của miền Trung, nổi bật với khung cảnh thiên nhiên tĩnh lặng",4.4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTUVFCT7Ph_xMd2qiDsSVKhK13rCp9sJ6YrNA&s
180, Hòn Khô,Bình Định,"Hòn Khô là một hòn đảo nhỏ nằm gần Quy Nhơn, nổi tiếng với các bãi biển đẹp và làn nước trong vắt, thu hút du khách đến tham quan và tắm biển.",4.4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTjXjzOeHXgs6ds_2TKhzmOJm-OJL7Ns6dAGw&s
181,Chùa Tây Tạng    ,Bình Dương,"Chùa Tây Tạng là một ngôi chùa nổi tiếng ở Bình Dương, thu hút du khách bởi kiến trúc độc đáo và không gian thanh tịnh.",4.7,https://bizweb.dktcdn.net/100/405/413/articles/ngoi-chua-tay-tang-thu-dau-mot-binh-duong.jpg?v=1695654021547
182,Khu du lịch Đại Nam,Bình Dương,"Khu du lịch Đại Nam là một khu phức hợp bao gồm công viên, khu vui chơi, và các điểm tham quan khác, nổi bật tại Bình Dương, thu hút nhiều du khách đến tham quan và giải trí.",4.5,https://trainghiem.vn/blog/wp-content/uploads/2022/02/1-khu-vui-choi-giai-tri-dai-nam.jpg
183,Hồ Dầu Tiếng,Bình Dương,"Hồ Dầu Tiếng là hồ nhân tạo lớn nhất tại Bình Dương, nổi tiếng với cảnh quan thiên nhiên hoang sơ và là nơi lý tưởng cho các hoạt động câu cá, du thuyền.",4.4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSQmlxvXKkBmtWajxFSubOP0Oc-8CbygwNiaA&s
184,Công viên Thành Phố mới Bình Dương,Bình Dương,"Công viên Thành Phố mới Bình Dương là một không gian xanh, là nơi lý tưởng cho các hoạt động thể thao, dạo bộ và thư giãn.",4.6,https://mia.vn/media/uploads/blog-du-lich/kham-pha-cong-vien-thanh-pho-moi-binh-duong-voi-nhung-trai-nghiem-sieu-thu-vi-1-1654574759.jpg
185,Chùa Châu Thới,Bình Dương,"Chùa Châu Thới là một ngôi chùa nổi tiếng ở Bình Dương, mang đậm nét văn hóa Phật giáo và có khung cảnh thanh tịnh, phù hợp cho các hoạt động tham quan tâm linh.",4.6,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRyIMViYEfkSXvBSYsuWWsypX6RMCzISdUN2Q&s
186,Núi Bà Rá   ,Bình Phước,"Ngọn núi cao nhất Bình Phước, có cáp treo dẫn lên đỉnh",4.2,https://media.baobinhphuoc.com.vn/upload/news/3_2021/b5_12320005032021.jpg
187,Trảng cỏ Bù Lạch,Bình Phước,"Một cánh đồng cỏ rộng lớn, xanh mướt, được bao quanh bởi những khu rừng nguyên sinh và hồ nước",4.4,https://www.sgtiepthi.vn/wp-content/uploads/2023/06/trang-co-bu-lach-132113.jpg
188,Khu di tích Tà Thiết,Bình Phước,"Nơi lưu giữ nhiều dấu ấn lịch sử của chiến tranh Việt Nam, với các di tích như hầm chỉ huy và kho quân khí",4.3,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcStyK1QxPdJT9j3sA8TKlv7bOSSKOkSNfsXXw&s
189,Hồ Thác Mơ,Bình Phước,Hồ nhân tạo lớn với cảnh quan thiên nhiên đẹp mắt,4.3,https://mia.vn/media/uploads/blog-du-lich/ho-thuy-dien-thac-mo-diem-du-lich-tu-tuc-cho-nhung-kham-pha-tuyet-voi-1656424836.jpg
190,Làng nghề điều Bình Phước,Bình Phước,"Bình Phước nổi tiếng là thủ phủ của điều, nơi du khách có thể tham quan các làng nghề chế biến hạt điều truyền thống và tìm hiểu quy trình sản xuất.",4.6,https://danviet.mediacdn.vn/zoom/600_315/296231569849192448/2022/4/20/vuon-dieu-2-16504549834621494202370-137-67-625-1000-crop-1650455485523479128526.jpg
191,Tháp Chàm Poshanư,Bình Thuận,"Công trình kiến trúc cổ của người Chăm, mang giá trị lịch sử và văn hóa đặc sắc",4.4, q
192,Hải đăng Kê Gà,Bình Thuận," Một trong những ngọn hải đăng lâu đời nhất Việt Nam, nằm trên một hòn đảo nhỏ giữa biển",4.3,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRxa7SzvqYuT8ZjhCcm7N3DyjfMyTL3BdJUuw&s
193,Bàu Trắng,Bình Thuận,"Hồ nước ngọt lớn giữa vùng cát trắng, còn gọi là ""tiểu sa mạc Sahara"" của Việt Nam.",4.7,"https://ik.imagekit.io/tvlk/blog/2023/02/khu-du-lich-bao-trang-2.jpg?tr=dpr-2,w-675"
194,Làng Chài Mũi Né,Bình Thuận,"Khu vực làng chài truyền thống ven biển, nơi bạn có thể ngắm cảnh thuyền ghe tấp nập và trải nghiệm mua hải sản tươi sống trực tiếp từ ngư dân.",4.9,https://mia.vn/media/uploads/blog-du-lich/ghe-tham-lang-chai-mui-ne-binh-yen-va-day-tho-mong-1657634723.jpg
195,Hòn Rơm,Bình Thuận,"Bãi biển nổi tiếng với làn nước trong xanh, bờ cát dài mịn và không khí yên bình",4.5,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSGLlkBsaPyFKARJzCxv_mll17BY3bsJcyS4w&s
196,Mũi Cà Mau,Cà Mau,"Điểm cực Nam của Việt Nam, nơi có biểu tượng cột mốc quốc gia và hệ sinh thái rừng ngập mặn độc đáo",4.1,https://diemdenantoan.sgtiepthi.vn/wp-content/uploads/2023/08/muicamau-9.jpg
197,Vườn Quốc Gia U Minh Hạ,Cà Mau,"Khu rừng tràm ngập nước nổi tiếng với hệ sinh thái đa dạng. Đây là nơi sinh sống của nhiều loài động, thực vật quý hiếm",4.9,https://hanoitourist.com.vn/uploaded/images/2020/02/kin-nghiem-du-lich-u-minh-ha-3.jpg
198,Hòn Đá Bạc,Cà Mau,"Cụm đảo nằm sát bờ biển, nổi bật với những phiến đá xếp chồng tự nhiên và hệ sinh thái biển phong phú",4.3,https://luhanhvietnam.com.vn/du-lich/vnt_upload/news/07_2020/noi-day-duoc-menh-danh-la-bien-ho-giua-dong-bang.jpg
199,Đầm Thị Tường,Cà Mau,"Được mệnh danh là “biển hồ giữa đồng bằng”, đây là đầm nước tự nhiên lớn nhất miền Tây",4.7,https://dulichtravinh.com.vn/wp-content/uploads/2021/01/605a0a3db40c76522f1d.jpg
200,Đền Thờ Bác Hồ,Cà Mau,"Địa điểm tâm linh quan trọng, nơi người dân Cà Mau bày tỏ lòng thành kính với Chủ tịch Hồ Chí Minh",4.8,https://bizweb.dktcdn.net/100/366/377/files/hinh-anh-cho-noi-cai-rang.jpg?v=1681008363485
201,Chợ Nổi Cái Răng,Cần Thơ,"Chợ nổi lớn và nổi tiếng nhất ở miền Tây Nam Bộ, nơi buôn bán nhộn nhịp trên sông. Du khách có thể trải nghiệm văn hóa sông nước, mua sắm đặc sản và thưởng thức ẩm thực trên thuyền.",4.2,https://vemekong.com/wp-content/uploads/2021/04/can-tho-bridge-vietnam-7a-1024x576.jpg
202,Cầu Cần Thơ,Cần Thơ,"Cây cầu dây văng lớn nhất Đông Nam Á, nối liền Cần Thơ và Vĩnh Long. Đây là điểm check-in nổi tiếng và mang tính biểu tượng của vùng đất Tây Nam Bộ.",4.3,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSxyvBpY5_eaRCVeve7UNtEdal3b-tXmfIj6g&s
203,Làng Du Lịch Sinh Thái Ông Đề,Cần Thơ,"Điểm đến hấp dẫn với cảnh quan xanh mát, các trò chơi dân gian, chèo thuyền, và thưởng thức các món ăn đặc sản miền Tây.",3.9,https://thamhiemmekong.com/wp-content/uploads/2019/05/Ch%C3%B9a_%C3%94ng_C%E1%BA%A7n_Th%C6%A1.jpg
204,Chùa Ông,Cần Thơ,"Ngôi chùa cổ mang kiến trúc Trung Hoa, nổi tiếng linh thiêng và là nơi thờ Quan Công. Đây là địa điểm tham quan văn hóa độc đáo và check-in đẹp.",4.6,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS-X0nitGgMoDdl872gvoX7O36J24UYtatnQw&s
205,Cồn Sơn,Cần Thơ,"Khu sinh thái sông nước nổi tiếng, nơi du khách có thể tham quan làng cá bè, học làm bánh dân gian và trải nghiệm lối sống miệt vườn.",4.3,https://dulichviet.com.vn/images/bandidau/review-tron-bo-kinh-nghiem-du-lich-con-son-can-tho-cuc-chi-tiet.jpg
206,Thác Bản Giốc,Cao Bằng ,"Một trong những thác nước đẹp nhất và lớn nhất Đông Nam Á, nằm trên biên giới Việt Nam - Trung Quốc. Thác được chia thành nhiều tầng với dòng nước trong xanh, tạo nên khung cảnh hùng vĩ.",4.6,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR8q5L6WXqDFFhtORzBnJg_oAuNoZL_HOk12A&s
207,Động Ngườm Ngao,Cao Bằng ,"Hang động dài hơn 2.1km, nổi bật với hệ thống thạch nhũ độc đáo và cảnh quan kỳ ảo. Động nằm gần thác Bản Giốc, là điểm đến lý tưởng để khám phá.",4.6,https://www.kynghidongduong.vn/userfiles/images/tour-trong-nuoc/ba-be-ban-gioc/dong-nguom-ngao-du-lich-thac-ban-gioc-kynghidongduong-003.jpg
208,Núi Mắt Thần,Cao Bằng ,"Ngọn núi độc đáo với một lỗ lớn ở giữa, được gọi là ""Mắt Thần."" Đây là điểm check-in nổi tiếng với cảnh quan núi non tuyệt đẹp.",4.7,https://cdn.tuoitre.vn/zoom/700_700/2020/2/7/thu4-read-only-15810754865291338931220-crop-1581075584794374189472.jpg
209,Di tích rừng Trần Hưng Đạo,Cao Bằng ,"Nơi thành lập Đội Việt Nam Tuyên Truyền Giải Phóng Quân năm 1944, khởi nguồn của Quân đội Nhân dân Việt Nam. Khu di tích có giá trị lịch sử to lớn.",4.4,https://images.vietnamtourism.gov.vn/vn//images/2019/Thang10/Rung-THD5.jpg
210,Làng rèn Phúc Sen,Cao Bằng ,Làng nghề truyền thống nổi tiếng với sản phẩm dao kéo chất lượng cao. Du khách có thể tham quan quy trình rèn và mua sắm các sản phẩm thủ công.,4.2,https://luhanhvietnam.com.vn/du-lich/vnt_upload/news/03_2023/lang-ren-phuc-sen-8.jpg
211,Bà Nà Hills,Đà Nẵng,"Khu nghỉ dưỡng trên đỉnh núi với khí hậu mát mẻ, nổi tiếng với cây Cầu Vàng độc đáo, làng Pháp cổ điển và khu vui chơi trong nhà Fantasy Park.",4.6,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTM6kdP5kHtS7vvCKTyaUeiWlHxo7LRW9HAeg&s
212,Cầu Rồng,Đà Nẵng,"Biểu tượng của thành phố Đà Nẵng, cây cầu có thiết kế hình rồng phun lửa và nước vào cuối tuần. Đây là điểm check-in và ngắm cảnh sông Hàn tuyệt đẹp.",4.3,https://furamavietnam.com/wp-content/uploads/2024/11/Furama-Resort-Danang-Sightseeing-Dragon-Brigde-2-1024x576.jpg
213,Ngũ Hành Sơn,Đà Nẵng,"Cụm núi đá vôi gồm 5 ngọn núi với hang động, chùa chiền, và khung cảnh thiên nhiên tuyệt đẹp. Nổi bật là động Huyền Không và chùa Tam Thai.",4.7,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQdTi2qoTGuFODJZyhn7dgJ6Oh5zpv8qNKciQ&s
214,Bãi Biển Mỹ Khê,Đà Nẵng,"Một trong những bãi biển đẹp nhất hành tinh, nổi tiếng với bãi cát trắng mịn, nước biển trong xanh, là nơi lý tưởng để tắm biển và các hoạt động thể thao dưới nước.",4.8,"https://ik.imagekit.io/tvlk/blog/2023/09/bien-my-khe-16.jpg?tr=dpr-2,w-675"
215,Cầu Tình Yêu,Đà Nẵng,"Cây cầu nhỏ bên sông Hàn với thiết kế lãng mạn, nơi các cặp đôi thường treo móc khóa tình yêu. Từ đây, bạn có thể ngắm nhìn tượng Cá Chép Hóa Rồng.",4.2,https://flane.vn/wp-content/uploads/2024/03/kham-pha-cau-tinh-yeu-da-nang.jpg
216,Ao bà om,Trà Vinh,"Ao Bà Om là một hồ nước tự nhiên, được bao quanh bởi hàng cây cổ thụ hàng trăm năm tuổi với rễ cây nổi lên thành những hình thù kỳ thú. Đây là một địa điểm du lịch yên bình, gắn liền với truyền thuyết và văn hóa Khmer.",4.1,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRDwAYvrczPEgIMA3BxZk7FuuDVdr_85Y0Sbg&s
217,Chùa Hang,Trà Vinh,Chùa Hang nổi tiếng không chỉ vì kiến trúc độc đáo mà còn vì những tác phẩm điêu khắc gỗ tinh xảo của các nghệ nhân Khmer. Ngôi chùa này là điểm dừng chân lý tưởng cho những ai muốn khám phá nghệ thuật và văn hóa Khmer.,4.9,https://dulichnuisam.vn/wp-content/uploads/2023/01/CHUAHANG1-scaled.jpg
218,Bãi biển Ba Động,Trà Vinh," bãi biển hoang sơ với cát mịn và sóng nhẹ, Ba Động là nơi thích hợp để thư giãn và thưởng thức các món hải sản tươi ngon. Đây là một trong những bãi biển hiếm hoi ở miền Tây Nam Bộ.",4.3,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSIGIWhgylUovF3TjKNq5WlTWXLBj_ZyCNKlQ&s
219,Bảo tàng Văn hóa Khmer,Trà Vinh,"Bảo tàng trưng bày các hiện vật, tư liệu về đời sống, văn hóa, nghệ thuật và lịch sử của người Khmer Nam Bộ, giúp du khách hiểu thêm về cộng đồng dân tộc này.",4.1,https://dulichthuduc.com.vn/vnt_upload/news/MIEN-TAY/tra-vinh/bao_tang_van_hoa_dan_toc_khmer_tra_vinh_du_lich_thu_duc_1.jpg
220,Chùa Vàm Rây,Trà Vinh,"Là ngôi chùa Khmer lớn nhất Việt Nam, chùa Vàm Rây gây ấn tượng bởi kiến trúc vàng rực rỡ, tượng Phật nằm khổng lồ và không gian tĩnh lặng.",4.2,https://dulichtravinh.com.vn/wp-content/uploads/2021/08/3-Chua-Vam-Ray-XTDLTV-scaled.jpg
221,Thác Bản Ba,Tuyên Quang,"Thác Bản Ba thuộc xã Trung Hà, huyện Chiêm Hóa, là một cụm thác với 3 tầng chính đổ xuống từ độ cao khoảng 40 m. Thác được bao quanh bởi rừng núi hoang sơ, nước trong xanh và khí hậu mát mẻ quanh năm. Đây là điểm đến lý tưởng để hòa mình vào thiên nhiên.",4.3,https://mia.vn/media/uploads/blog-du-lich/thac-ban-ba-04-1699834746.jpeg
222,Hồ Thủy Điện Tuyên Quang,Tuyên Quang,"Hồ Na Hang được ví như ""Hạ Long trên núi"", nổi bật với mặt hồ trong xanh, các đảo núi đá vôi trập trùng, và rừng nguyên sinh bao quanh. Du khách có thể khám phá các địa danh như thác Khuổi Nhi, đền Pác Tạ, và tham gia du thuyền ngắm cảnh.",4.6,https://seho.vn/tintuc/wp-content/uploads/2022/04/thuy-dien-tuyen-quang1.jpg
223,Đền Hạ - Đền Thượng - Đền Ỷ La,Tuyên Quang,"Đây là ba ngôi đền linh thiêng thuộc thành phố Tuyên Quang, gắn liền với tín ngưỡng thờ Mẫu của người Việt. Các ngôi đền nổi tiếng với kiến trúc cổ kính, không gian trang nghiêm, thu hút đông đảo khách hành hương.",4.3,https://images.vietnamtourism.gov.vn/vn/images/2017/LHDenHa.jpg
224,Suối khoáng Mỹ Lâm,Tuyên Quang,"Suối khoáng Mỹ Lâm nổi tiếng với nguồn nước khoáng nóng tự nhiên, có tác dụng chữa bệnh và thư giãn. Đây là khu du lịch nghỉ dưỡng hấp dẫn, kết hợp giữa trị liệu sức khỏe và cảnh sắc thiên nhiên tươi đẹp.",4.7,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTwyfLa6v5N6x6Aok7aGaEoES0PzF30BSiv4g&s
225,Thác Khuổi Nhi,Tuyên Quang,"hác Khuổi Nhi thuộc khu vực Na Hang, là một trong những thác nước đẹp nhất ở Tuyên Quang. Nước thác trắng xóa đổ xuống từ độ cao lớn, hòa quyện với thiên nhiên hùng vĩ tạo nên cảnh sắc thơ mộng.",4.8,https://top7vietnam.sgtiepthi.vn/wp-content/uploads/2022/08/288795147_3268773303400481_5232539090563656620_n.jpg
226,Cù Lao An Bình,Vĩnh Long,"Cù Lao An Bình là một khu vực miệt vườn đặc trưng của miền Tây Nam Bộ, nổi tiếng với vườn cây ăn trái như chôm chôm, sầu riêng, măng cụt. Du khách có thể tham gia chèo xuồng, tham quan các làng nghề truyền thống và thưởng thức ẩm thực dân dã.",47,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSo8bVAfvIhdi7Rohc1LwF3awMwhDQ6U-yUKw&s
227,Chùa Tiên Châu,Vĩnh Long,"Chùa Tiên Châu nằm trên cù lao An Bình, là một ngôi chùa cổ kính mang đậm nét kiến trúc Phật giáo. Ngôi chùa có không gian yên tĩnh, thanh bình, thu hút nhiều Phật tử và du khách đến chiêm bái.",4.3,https://dulichvn.org.vn/nhaptin/uploads/images/ditichchuatienchau.jpg
228,Cầu Mỹ Thuận,Vĩnh Long,"Cầu Mỹ Thuận là biểu tượng nổi bật của miền Tây, nối liền Vĩnh Long và Tiền Giang. Cây cầu dây văng hiện đại này là điểm check-in lý tưởng, đặc biệt khi về đêm với ánh đèn rực rỡ.",4.3,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2d/C%E1%BA%A7u_M%E1%BB%B9_Thu%E1%BA%ADn_1_v%C3%A0_2.jpg/800px-C%E1%BA%A7u_M%E1%BB%B9_Thu%E1%BA%ADn_1_v%C3%A0_2.jpg
229,Khu du lịch Vinh Sang,Vĩnh Long,"Khu du lịch Vinh Sang nằm trên cù lao An Bình, là nơi lý tưởng để trải nghiệm các trò chơi dân gian, tham gia câu cá sấu, chèo xuồng, hoặc khám phá các vườn trái cây.",3.9,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSAMYRHq7hfcxBWVme9fvXMBmb-FnXbEt40Cw&s
230,Văn Thánh Miếu,Vĩnh Long,"Văn Thánh Miếu là một công trình cổ kính, mang ý nghĩa tôn vinh Nho học và các bậc hiền tài. Khuôn viên miếu có nhiều cây xanh, tạo không gian yên tĩnh, thanh bình.",4.3,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ6ZLRmHxKAL8nQ6GEnc1avbYj_bDxiFvBKPg&s
231,Tam Đảo,Vĩnh Phúc,"Tam Đảo là khu nghỉ dưỡng nổi tiếng với khí hậu mát mẻ quanh năm, tọa lạc trên dãy núi Tam Đảo. Nơi đây có nhiều điểm tham quan như Tháp Truyền Hình, Nhà Thờ Đá, và chợ đêm Tam Đảo. Du khách có thể tận hưởng cảnh đẹp núi non và ẩm thực địa phương.",4.4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRprv_3BsUfM_Bu9DQrCo3VUSDatb5a73--PQ&s
232,Hồ Đại Lải,Vĩnh Phúc,"Hồ Đại Lải là một hồ nước nhân tạo rộng lớn, được bao quanh bởi rừng thông và núi đồi. Đây là điểm đến lý tưởng để tham gia các hoạt động như chèo thuyền, cắm trại, câu cá hoặc nghỉ dưỡng tại các khu resort ven hồ.",4.3,https://wyndham-thanhthuy.com/wp-content/uploads/2024/09/ho-dai-lai-10.jpg
233,Làng gốm Hương Canh,Vĩnh Phúc,"Làng gốm Hương Canh là một làng nghề truyền thống nổi tiếng với các sản phẩm gốm thủ công tinh xảo, đặc biệt là các sản phẩm gốm gia dụng và nghệ thuật. Du khách có thể tham quan và trải nghiệm làm gốm tại đây.",4.1,https://i.ytimg.com/vi/3XC7fPzfKa8/maxresdefault.jpg
234,Khu du lịch FLC Vĩnh Thịnh,Vĩnh Phúc,"FLC Vĩnh Thịnh là khu nghỉ dưỡng cao cấp với không gian sang trọng, tiện nghi. Nơi đây có các dịch vụ đa dạng như bể bơi, spa, sân golf, và nhà hàng, phù hợp cho những chuyến nghỉ dưỡng cùng gia đình.",4.1,https://motogo.vn/wp-content/uploads/2020/04/flc-vinh-phuc-9-min.jpg
235,Khu du lịch sinh thái Đầm Vạc,Vĩnh Phúc,"Đầm Vạc là một trong những đầm tự nhiên lớn nhất tại Vĩnh Phúc, có hệ sinh thái đa dạng. Du khách có thể tham gia các hoạt động như chèo thuyền, ngắm cảnh, câu cá, hoặc nghỉ ngơi tại các resort ven đầm.",4.2,https://postumtravel.vn/wp-content/uploads/2022/06/khu-du-lich-dam-vac-2.jpg
236,Ruộng bậc thang Mù Cang Chải,Yên Bái,"bậc thang Mù Cang Chải là kiệt tác thiên nhiên và lao động của đồng bào dân tộc H'Mông, nổi tiếng với vẻ đẹp hùng vĩ, đặc biệt vào mùa lúa chín (tháng 9 - tháng 10). Đây là Di sản Quốc gia và một trong những điểm đến hấp dẫn nhất Việt Nam.",4.8,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRK66m6GnUSJ7OdjdD2BIgcEkNxillIq3zJeg&s
237,Hồ Thác Bà,Yên Bái,"Hồ Thác Bà là một trong những hồ nước nhân tạo lớn nhất Việt Nam, được bao quanh bởi hàng trăm hòn đảo nhỏ và cảnh quan núi non tuyệt đẹp. Du khách có thể tham gia các hoạt động như chèo thuyền, cắm trại, hoặc khám phá hang động quanh hồ.",4.5,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT1L7AB6L_cA8vq4sI3Yy17tMYk2yx4jmV_2Q&s
238,Suối Giàng,Yên Bái,"Suối Giàng nổi tiếng với những cây chè Shan tuyết cổ thụ hàng trăm năm tuổi và khí hậu mát mẻ quanh năm. Đây là nơi lý tưởng để thưởng trà, tận hưởng không khí trong lành và tìm hiểu văn hóa của đồng bào người Mông.",4.3,https://motogo.vn/wp-content/uploads/2020/02/du-lich-yen-bai-mu-cang-chai-7.jpg
239,Bản Lìm Mông,Yên Bái,"Bản Lìm Mông là một ngôi làng nhỏ nằm giữa những ngọn núi và ruộng bậc thang tuyệt đẹp. Đây là nơi du khách có thể trải nghiệm cuộc sống của người H'Mông, tận hưởng sự yên bình và không khí trong lành.",4.7,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTSxk3hjozJUo0JtAfDF67UVi5NiofujgEHYw&s
240,Động Thiên Cung,Yên Bái,"Động Thiên Cung nằm trong khu vực hồ Thác Bà, nổi tiếng với hệ thống nhũ đá lung linh và phong cảnh huyền ảo bên trong hang động. Đây là điểm tham quan hấp dẫn cho những ai yêu thích khám phá hang động.",4.5,"https://ik.imagekit.io/tvlk/blog/2023/06/dong-thien-cung-19-1024x684.jpg?tr=dpr-2,w-675"
241,Buôn Đôn,Đắk Lắk,"Buôn Đôn, nằm tại tỉnh Đắk Lắk, Việt Nam, là một vùng đất nổi tiếng với văn hóa đặc sắc và khung cảnh thiên nhiên hùng vĩ. Đây là vùng đất của người dân tộc Ê-đê và Mnông, nơi bạn có thể khám phá những nét văn hóa độc đáo và các hoạt động thú vị",3.6,https://cdn.tgdd.vn/Files/2023/09/28/1549550/du-lich-buon-don-dak-lak-7-dia-diem-khong-the-bo-lo-202309282152153920.jpg
242,Hồ Lắk,Đắk Lắk,"Hồ Lắk là một hồ nước lớn tại Việt Nam, nằm ở phía tây bắc tỉnh Lâm Đồng. Hồ này được biết đến với cảnh quan thiên nhiên tuyệt đẹp và đa dạng sinh học phong phú. Hồ Lắk cũng là một điểm đến thu hút du khách với các hoạt động như lặn biển, câu cá, và du thuyền",3.4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTsOvhXUBk60SmnYLmkC5qZ1c-BF0w4VF5Dyw&s
243,Thác Dray Nur,Đắk Lắk,"Thác Dray Nur, nằm ở tỉnh Đắk Lắk, là một trong những thác nước đẹp và hùng vĩ nhất của Tây Nguyên. Thác này nằm bên dòng sông Sêrêpôk, nổi tiếng với vẻ đẹp hoang sơ và huyền bí",3.9,https://images.baodantoc.vn/uploads/2021/Th%C3%A1ng_10/Ng%C3%A0y_14/NGN%C3%82/th%C3%A1c%20Dray%20Nur/41-1634140188-dray-nur.jpg
244,Bảo tàng cà phê Thế giới,Đắk Lắk,"Bảo tàng Thế giới Cà phê, tọa lạc tại Buôn Ma Thuột, Đắk Lắk, là một điểm đến hấp dẫn cho những ai yêu thích cà phê và muốn tìm hiểu về văn hóa cà phê toàn cầu",3.7,https://thaiantravel.com/wp-content/uploads/2024/06/bao-tang-the-gioi-ca-phe-o-tay-nguyen-1-jpg.webp
